Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
2017,Brisbane,Medically treated,17 to 24,Female,Driver,162
2017,North Coast,Hospitalised,40 to 49,Male,Driver,71
2017,North Coast,Hospitalised,75 and over,Male,Driver,30
2016,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,6
2017,Far Northern,Minor injury,40 to 49,Female,Driver,11
2017,Brisbane,Hospitalised,30 to 39,Female,Driver,63
2017,Central,Hospitalised,25 to 29,Male,Motorcyclist,7
2017,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,31
2017,Northern,Medically treated,Unknown,Female,Passenger,1
2017,South Eastern,Hospitalised,17 to 24,Male,Bicyclist,3
2017,North Coast,Minor injury,0 to 16,Female,Passenger,27
2017,South Eastern,Minor injury,40 to 49,Female,Driver,49
2015,Southern,Medically treated,30 to 39,Male,Pedestrian,2
2017,Brisbane,Medically treated,60 to 74,Female,Driver,73
2016,Southern,Medically treated,17 to 24,Female,Pedestrian,2
2016,Southern,Minor injury,17 to 24,Female,Driver,21
2016,North Coast,Medically treated,60 to 74,Female,Driver,63
2016,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,19
2016,Central,Medically treated,75 and over,Female,Passenger,3
2016,Southern,Medically treated,40 to 49,Male,Driver,22
2016,North Coast,Hospitalised,17 to 24,Female,Driver,75
2017,North Coast,Medically treated,75 and over,Female,Driver,9
2017,Brisbane,Medically treated,25 to 29,Female,Driver,114
2012,Southern,Medically treated,40 to 49,Female,Driver,51
2017,Far Northern,Medically treated,60 to 74,Male,Driver,10
2016,North Coast,Minor injury,17 to 24,Female,Driver,26
2017,North Coast,Minor injury,17 to 24,Female,Passenger,15
2017,South Eastern,Medically treated,0 to 16,Male,Pedestrian,5
2012,Brisbane,Medically treated,50 to 59,Female,Passenger,26
2016,Southern,Hospitalised,17 to 24,Male,Driver,69
2017,South Eastern,Hospitalised,40 to 49,Female,Passenger,12
2017,Northern,Hospitalised,60 to 74,Male,Driver,25
2016,Southern,Minor injury,60 to 74,Female,Driver,8
2017,North Coast,Hospitalised,75 and over,Male,Bicyclist,4
2017,South Eastern,Hospitalised,25 to 29,Male,Motorcyclist,22
2017,Southern,Medically treated,60 to 74,Male,Driver,28
2016,Central,Medically treated,50 to 59,Female,Passenger,12
2016,North Coast,Hospitalised,17 to 24,Male,Motorcyclist,22
2016,Southern,Hospitalised,50 to 59,Male,Passenger,3
2014,Northern,Medically treated,50 to 59,Male,Bicyclist,2
2016,North Coast,Hospitalised,50 to 59,Male,Motorcyclist,46
2016,Brisbane,Medically treated,17 to 24,Female,Pedestrian,8
2016,North Coast,Hospitalised,75 and over,Male,Motorcyclist,7
2016,Central,Medically treated,0 to 16,Male,Passenger,11
2016,North Coast,Hospitalised,60 to 74,Female,Pedestrian,6
2017,North Coast,Minor injury,60 to 74,Male,Passenger,5
2016,North Coast,Medically treated,0 to 16,Male,Motorcyclist,1
2017,Northern,Hospitalised,60 to 74,Male,Motorcyclist,4
2017,South Eastern,Minor injury,17 to 24,Female,Motorcyclist,2
2017,North Coast,Hospitalised,40 to 49,Female,Motorcyclist,8
2016,North Coast,Minor injury,50 to 59,Male,Passenger,1
2016,Central,Medically treated,60 to 74,Male,Passenger,2
2016,Far Northern,Medically treated,60 to 74,Male,Motorcyclist,6
2016,North Coast,Hospitalised,60 to 74,Male,Bicyclist,8
2016,Far Northern,Minor injury,0 to 16,Female,Passenger,4
2016,Brisbane,Minor injury,30 to 39,Male,Pedestrian,3
2016,North Coast,Medically treated,50 to 59,Male,Passenger,7
2017,Brisbane,Medically treated,30 to 39,Male,Bicyclist,19
2017,Brisbane,Minor injury,30 to 39,Female,Passenger,14
2017,South Eastern,Medically treated,30 to 39,Male,Passenger,9
2015,Far Northern,Medically treated,60 to 74,Female,Driver,16
2016,North Coast,Hospitalised,75 and over,Female,Passenger,12
2016,Far Northern,Hospitalised,17 to 24,Male,Motorcyclist,7
2015,North Coast,Hospitalised,25 to 29,Female,Driver,34
2015,Central,Minor injury,17 to 24,Male,Driver,6
2016,Southern,Medically treated,0 to 16,Male,Passenger,33
2016,North Coast,Hospitalised,25 to 29,Male,Motorcyclist,15
2016,Central,Hospitalised,40 to 49,Female,Passenger,7
2016,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,5
2016,Far Northern,Hospitalised,25 to 29,Male,Passenger,7
2017,North Coast,Medically treated,17 to 24,Female,Motorcyclist,2
2017,South Eastern,Hospitalised,30 to 39,Male,Bicyclist,4
2017,Far Northern,Hospitalised,50 to 59,Female,Passenger,8
2017,South Eastern,Minor injury,30 to 39,Female,Driver,51
2016,North Coast,Hospitalised,60 to 74,Female,Passenger,17
2017,Brisbane,Medically treated,75 and over,Male,Driver,12
2016,Far Northern,Medically treated,0 to 16,Male,Passenger,14
2015,Far Northern,Hospitalised,40 to 49,Male,Motorcyclist,11
2016,Brisbane,Medically treated,60 to 74,Male,Bicyclist,10
2016,Brisbane,Hospitalised,40 to 49,Female,Passenger,14
2016,Southern,Minor injury,40 to 49,Male,Passenger,1
2016,Northern,Hospitalised,0 to 16,Female,Bicyclist,3
2014,North Coast,Hospitalised,30 to 39,Male,Motorcyclist,33
2016,Brisbane,Hospitalised,60 to 74,Male,Driver,48
2016,Brisbane,Hospitalised,50 to 59,Female,Passenger,15
2015,North Coast,Medically treated,50 to 59,Female,Driver,70
2017,Southern,Medically treated,50 to 59,Female,Passenger,12
2015,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,8
2016,South Eastern,Hospitalised,40 to 49,Male,Passenger,3
2016,Far Northern,Hospitalised,17 to 24,Female,Pedestrian,3
2016,Southern,Minor injury,17 to 24,Male,Passenger,13
2017,South Eastern,Medically treated,17 to 24,Male,Motorcyclist,12
2017,South Eastern,Minor injury,Unknown,Female,Passenger,3
2017,North Coast,Hospitalised,30 to 39,Male,Pedestrian,5
2017,North Coast,Medically treated,75 and over,Male,Driver,17
2017,Southern,Hospitalised,60 to 74,Male,Motorcyclist,16
2004,North Coast,Medically treated,30 to 39,Male,Driver,61
2003,Brisbane,Minor injury,17 to 24,Female,Passenger,65
2002,Far Northern,Medically treated,17 to 24,Male,Passenger,15
2003,Southern,Medically treated,25 to 29,Female,Driver,24
2003,Southern,Hospitalised,30 to 39,Male,Passenger,9
2003,Brisbane,Minor injury,0 to 16,Male,Pedestrian,7
2003,South Eastern,Minor injury,25 to 29,Female,Driver,29
2003,Southern,Medically treated,17 to 24,Female,Driver,87
2003,Southern,Minor injury,40 to 49,Male,Driver,23
2003,South Eastern,Hospitalised,30 to 39,Female,Driver,67
2003,Brisbane,Medically treated,40 to 49,Male,Driver,139
2003,Brisbane,Minor injury,0 to 16,Female,Passenger,54
2003,Far Northern,Minor injury,25 to 29,Female,Driver,8
2003,Southern,Hospitalised,17 to 24,Male,Passenger,45
2003,Southern,Medically treated,17 to 24,Female,Passenger,21
2003,Far Northern,Hospitalised,17 to 24,Male,Passenger,11
2003,South Eastern,Medically treated,25 to 29,Female,Passenger,22
2003,Brisbane,Minor injury,25 to 29,Female,Pedestrian,2
2003,Brisbane,Minor injury,17 to 24,Female,Driver,165
2003,Central,Hospitalised,30 to 39,Female,Passenger,9
2003,South Eastern,Minor injury,0 to 16,Male,Passenger,34
2003,Brisbane,Medically treated,50 to 59,Female,Passenger,33
2003,Brisbane,Hospitalised,17 to 24,Female,Passenger,66
2002,South Eastern,Medically treated,25 to 29,Male,Driver,51
2002,South Eastern,Medically treated,60 to 74,Male,Driver,36
2003,South Eastern,Medically treated,40 to 49,Female,Driver,73
2003,Brisbane,Minor injury,25 to 29,Female,Driver,80
2003,South Eastern,Minor injury,50 to 59,Female,Driver,24
2004,Brisbane,Hospitalised,60 to 74,Male,Driver,28
2003,North Coast,Medically treated,40 to 49,Female,Passenger,29
2003,North Coast,Hospitalised,25 to 29,Male,Driver,36
2003,Southern,Medically treated,30 to 39,Male,Bicyclist,7
2003,Northern,Medically treated,17 to 24,Male,Motorcyclist,7
2003,Central,Medically treated,17 to 24,Male,Driver,58
2003,Brisbane,Medically treated,25 to 29,Female,Driver,124
2003,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,23
2003,Far Northern,Minor injury,40 to 49,Female,Driver,17
2004,Central,Minor injury,17 to 24,Female,Driver,33
2004,Northern,Hospitalised,50 to 59,Male,Pedestrian,1
2004,Brisbane,Hospitalised,40 to 49,Female,Passenger,14
2004,Southern,Hospitalised,25 to 29,Male,Passenger,11
2004,North Coast,Hospitalised,75 and over,Male,Pedestrian,5
2004,North Coast,Hospitalised,50 to 59,Male,Passenger,8
2004,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,10
2004,North Coast,Minor injury,30 to 39,Male,Passenger,11
2003,South Eastern,Hospitalised,30 to 39,Male,Motorcyclist,44
2003,Brisbane,Hospitalised,50 to 59,Male,Driver,43
2003,North Coast,Medically treated,17 to 24,Male,Driver,89
2003,North Coast,Minor injury,30 to 39,Male,Motorcyclist,9
2003,Brisbane,Medically treated,40 to 49,Male,Passenger,14
2003,Brisbane,Medically treated,60 to 74,Male,Passenger,7
2003,North Coast,Minor injury,30 to 39,Female,Passenger,11
2004,Central,Hospitalised,17 to 24,Male,Passenger,37
2003,South Eastern,Hospitalised,40 to 49,Male,Motorcyclist,19
2004,Central,Minor injury,17 to 24,Male,Motorcyclist,5
2004,Central,Medically treated,50 to 59,Female,Driver,15
2004,South Eastern,Minor injury,40 to 49,Male,Driver,29
2004,South Eastern,Hospitalised,50 to 59,Female,Driver,35
2004,Brisbane,Medically treated,17 to 24,Female,Driver,257
2004,South Eastern,Minor injury,17 to 24,Female,Driver,87
2003,South Eastern,Medically treated,75 and over,Female,Driver,14
2003,Brisbane,Hospitalised,40 to 49,Female,Driver,55
2003,South Eastern,Minor injury,75 and over,Female,Driver,2
2003,South Eastern,Minor injury,17 to 24,Female,Driver,74
2003,Central,Hospitalised,40 to 49,Female,Driver,10
2004,North Coast,Minor injury,17 to 24,Male,Driver,70
2004,Southern,Medically treated,17 to 24,Male,Driver,64
2004,Brisbane,Hospitalised,25 to 29,Male,Passenger,23
2004,Brisbane,Minor injury,0 to 16,Male,Bicyclist,17
2004,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,25
2003,North Coast,Hospitalised,60 to 74,Male,Driver,41
2003,Brisbane,Minor injury,17 to 24,Male,Passenger,30
2003,Northern,Hospitalised,30 to 39,Female,Passenger,3
2003,North Coast,Medically treated,60 to 74,Female,Driver,46
2004,North Coast,Hospitalised,50 to 59,Female,Driver,40
2003,Brisbane,Medically treated,60 to 74,Male,Driver,50
2003,Brisbane,Hospitalised,60 to 74,Male,Driver,29
2003,Northern,Medically treated,30 to 39,Female,Passenger,7
2003,North Coast,Minor injury,30 to 39,Female,Driver,54
2003,Brisbane,Medically treated,50 to 59,Male,Passenger,12
2004,Brisbane,Minor injury,50 to 59,Female,Driver,55
2005,Central,Minor injury,30 to 39,Male,Driver,23
2003,Central,Fatality,0 to 16,Female,Passenger,1
2004,Central,Hospitalised,17 to 24,Female,Passenger,40
2003,North Coast,Hospitalised,17 to 24,Female,Passenger,42
2004,Far Northern,Hospitalised,30 to 39,Male,Driver,21
2003,South Eastern,Medically treated,Unknown,Female,Passenger,8
2003,Southern,Medically treated,60 to 74,Female,Passenger,12
2004,Brisbane,Minor injury,30 to 39,Male,Pedestrian,5
2004,Brisbane,Fatality,75 and over,Male,Bicyclist,1
2002,Brisbane,Medically treated,0 to 16,Male,Passenger,41
2003,Northern,Medically treated,60 to 74,Female,Driver,8
2004,Northern,Medically treated,30 to 39,Female,Driver,23
2003,Southern,Medically treated,30 to 39,Female,Passenger,6
2004,Far Northern,Hospitalised,17 to 24,Female,Driver,28
2004,Far Northern,Medically treated,25 to 29,Female,Driver,16
2003,Southern,Minor injury,60 to 74,Female,Passenger,8
2003,Southern,Medically treated,17 to 24,Male,Driver,59
2003,Far Northern,Medically treated,50 to 59,Female,Passenger,6
2004,South Eastern,Minor injury,60 to 74,Male,Driver,17
2003,Brisbane,Minor injury,75 and over,Male,Driver,9
2003,Brisbane,Hospitalised,60 to 74,Female,Driver,27
2003,South Eastern,Hospitalised,25 to 29,Male,Passenger,9
2003,Brisbane,Minor injury,40 to 49,Female,Passenger,27
2003,Unknown,Hospitalised,30 to 39,Female,Driver,3
2004,North Coast,Minor injury,17 to 24,Male,Passenger,25
2004,Brisbane,Medically treated,40 to 49,Female,Passenger,42
2004,Southern,Minor injury,60 to 74,Female,Driver,9
2003,South Eastern,Medically treated,60 to 74,Male,Passenger,6
2004,Brisbane,Medically treated,17 to 24,Male,Passenger,66
2003,Northern,Medically treated,0 to 16,Female,Pedestrian,1
2003,Southern,Minor injury,40 to 49,Female,Driver,29
2003,Southern,Minor injury,30 to 39,Male,Driver,25
2003,Brisbane,Hospitalised,17 to 24,Male,Motorcyclist,36
2003,Brisbane,Medically treated,60 to 74,Female,Driver,41
2003,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,25
2004,Brisbane,Medically treated,0 to 16,Female,Pedestrian,8
2004,Southern,Medically treated,17 to 24,Male,Motorcyclist,9
2004,Central,Minor injury,60 to 74,Male,Driver,10
2003,Central,Hospitalised,40 to 49,Male,Passenger,8
2004,Central,Medically treated,60 to 74,Male,Motorcyclist,3
2003,Central,Medically treated,40 to 49,Female,Pedestrian,2
2003,South Eastern,Minor injury,50 to 59,Female,Passenger,11
2003,Central,Medically treated,75 and over,Female,Pedestrian,1
2003,Northern,Hospitalised,50 to 59,Female,Driver,7
2003,Far Northern,Hospitalised,30 to 39,Female,Driver,12
2003,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,9
2004,North Coast,Hospitalised,30 to 39,Male,Motorcyclist,45
2004,Brisbane,Medically treated,50 to 59,Male,Driver,88
2003,South Eastern,Minor injury,60 to 74,Female,Passenger,10
2004,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,9
2004,Southern,Hospitalised,0 to 16,Male,Pedestrian,7
2004,South Eastern,Hospitalised,0 to 16,Female,Pedestrian,6
2004,South Eastern,Fatality,17 to 24,Female,Driver,2
2004,South Eastern,Medically treated,0 to 16,Female,Bicyclist,4
2004,North Coast,Medically treated,75 and over,Male,Driver,26
2004,North Coast,Hospitalised,50 to 59,Male,Driver,59
2004,Far Northern,Minor injury,40 to 49,Male,Driver,15
2003,Southern,Minor injury,25 to 29,Male,Passenger,6
2004,Far Northern,Hospitalised,40 to 49,Female,Passenger,7
2004,Central,Hospitalised,25 to 29,Male,Driver,20
2004,North Coast,Medically treated,40 to 49,Female,Passenger,21
2004,Brisbane,Medically treated,25 to 29,Male,Motorcyclist,39
2003,Central,Minor injury,50 to 59,Female,Driver,8
2003,Far Northern,Hospitalised,75 and over,Female,Pedestrian,1
2003,Central,Hospitalised,50 to 59,Female,Passenger,5
2004,Unknown,Hospitalised,Unknown,Male,Passenger,1
2004,North Coast,Medically treated,75 and over,Male,Pedestrian,3
2004,Central,Hospitalised,60 to 74,Female,Pedestrian,1
2003,Brisbane,Minor injury,30 to 39,Male,Pedestrian,5
2004,North Coast,Medically treated,75 and over,Female,Passenger,15
2004,North Coast,Medically treated,30 to 39,Male,Motorcyclist,20
2004,Unknown,Medically treated,17 to 24,Female,Driver,2
2004,Southern,Hospitalised,40 to 49,Male,Pedestrian,2
2004,Brisbane,Hospitalised,75 and over,Male,Bicyclist,1
2004,South Eastern,Minor injury,30 to 39,Female,Passenger,9
2002,Brisbane,Hospitalised,0 to 16,Female,Passenger,35
2004,South Eastern,Hospitalised,40 to 49,Female,Motorcyclist,4
2004,Central,Medically treated,75 and over,Female,Driver,4
2004,Southern,Minor injury,40 to 49,Female,Passenger,9
2004,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,6
2004,North Coast,Medically treated,17 to 24,Male,Bicyclist,9
2004,North Coast,Medically treated,0 to 16,Female,Pedestrian,2
2004,South Eastern,Medically treated,60 to 74,Male,Driver,25
2003,Far Northern,Minor injury,17 to 24,Female,Driver,12
2003,Northern,Hospitalised,60 to 74,Female,Driver,11
2004,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,14
2003,Central,Hospitalised,0 to 16,Male,Bicyclist,7
2004,Central,Medically treated,17 to 24,Male,Passenger,24
2004,South Eastern,Hospitalised,0 to 16,Male,Bicyclist,15
2004,Far Northern,Minor injury,30 to 39,Male,Motorcyclist,5
2004,North Coast,Minor injury,30 to 39,Male,Bicyclist,7
2004,North Coast,Hospitalised,50 to 59,Female,Passenger,18
2004,Brisbane,Minor injury,30 to 39,Male,Passenger,20
2004,North Coast,Medically treated,0 to 16,Male,Pedestrian,9
2011,Southern,Fatality,75 and over,Male,Driver,2
2007,Northern,Medically treated,60 to 74,Female,Driver,10
2006,South Eastern,Medically treated,50 to 59,Female,Driver,58
2007,Brisbane,Medically treated,50 to 59,Male,Driver,83
2016,South Eastern,Hospitalised,75 and over,Female,Driver,13
2013,Northern,Medically treated,40 to 49,Male,Motorcyclist,6
2015,Far Northern,Hospitalised,25 to 29,Female,Driver,7
2015,South Eastern,Minor injury,40 to 49,Male,Driver,36
2014,Northern,Minor injury,0 to 16,Male,Bicyclist,4
2014,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,6
2014,Central,Medically treated,50 to 59,Female,Bicyclist,2
2014,Brisbane,Minor injury,30 to 39,Male,Bicyclist,8
2014,South Eastern,Medically treated,30 to 39,Female,Bicyclist,4
2013,Far Northern,Medically treated,25 to 29,Male,Bicyclist,3
2015,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,17
2015,Northern,Hospitalised,30 to 39,Female,Bicyclist,4
2015,Southern,Hospitalised,60 to 74,Male,Bicyclist,2
2016,Central,Hospitalised,50 to 59,Female,Bicyclist,2
2014,Brisbane,Medically treated,30 to 39,Male,Bicyclist,35
2015,North Coast,Medically treated,17 to 24,Female,Bicyclist,3
2015,Central,Medically treated,50 to 59,Male,Driver,22
2014,Southern,Hospitalised,Unknown,Male,Passenger,1
2015,Far Northern,Medically treated,25 to 29,Female,Bicyclist,2
2013,North Coast,Minor injury,17 to 24,Female,Passenger,22
2015,Southern,Minor injury,17 to 24,Female,Driver,19
2012,Brisbane,Medically treated,60 to 74,Female,Passenger,30
2013,South Eastern,Medically treated,50 to 59,Female,Driver,61
2015,North Coast,Minor injury,75 and over,Male,Driver,4
2016,North Coast,Fatality,17 to 24,Male,Pedestrian,1
2016,Northern,Medically treated,25 to 29,Female,Passenger,8
2012,Brisbane,Medically treated,40 to 49,Male,Bicyclist,30
2012,Central,Medically treated,30 to 39,Male,Bicyclist,1
2012,South Eastern,Minor injury,Unknown,Male,Bicyclist,1
2013,Brisbane,Minor injury,40 to 49,Male,Bicyclist,13
2013,South Eastern,Medically treated,25 to 29,Male,Bicyclist,4
2014,Far Northern,Hospitalised,50 to 59,Male,Bicyclist,3
2014,North Coast,Medically treated,17 to 24,Male,Bicyclist,5
2016,North Coast,Hospitalised,25 to 29,Male,Bicyclist,1
2016,Far Northern,Hospitalised,40 to 49,Female,Bicyclist,1
2016,Northern,Hospitalised,30 to 39,Male,Bicyclist,3
2015,Brisbane,Hospitalised,30 to 39,Female,Driver,65
2014,North Coast,Hospitalised,40 to 49,Male,Passenger,10
2013,North Coast,Medically treated,0 to 16,Male,Pedestrian,4
2015,Central,Hospitalised,30 to 39,Male,Driver,39
2012,South Eastern,Medically treated,17 to 24,Male,Passenger,34
2016,Southern,Fatality,60 to 74,Male,Motorcyclist,2
2014,Brisbane,Hospitalised,30 to 39,Female,Passenger,10
2016,Southern,Minor injury,75 and over,Male,Driver,5
2015,Northern,Hospitalised,60 to 74,Male,Motorcyclist,4
2014,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,4
2012,South Eastern,Medically treated,30 to 39,Male,Driver,80
2016,Brisbane,Medically treated,30 to 39,Male,Passenger,23
2016,North Coast,Fatality,25 to 29,Male,Motorcyclist,1
2015,Southern,Medically treated,75 and over,Male,Passenger,2
2015,Brisbane,Hospitalised,75 and over,Male,Driver,26
2016,Brisbane,Medically treated,40 to 49,Male,Pedestrian,6
2015,Brisbane,Minor injury,40 to 49,Male,Driver,32
2015,South Eastern,Minor injury,60 to 74,Male,Driver,12
2016,Far Northern,Medically treated,25 to 29,Female,Driver,13
2015,Northern,Minor injury,Unknown,Male,Bicyclist,1
2016,Northern,Minor injury,25 to 29,Male,Driver,3
2015,Southern,Medically treated,0 to 16,Male,Pedestrian,3
2014,Far Northern,Hospitalised,30 to 39,Female,Driver,16
2015,Central,Hospitalised,17 to 24,Female,Driver,47
2016,North Coast,Medically treated,25 to 29,Female,Passenger,16
2013,Central,Minor injury,25 to 29,Female,Driver,4
2013,North Coast,Medically treated,25 to 29,Male,Driver,34
2013,Far Northern,Minor injury,60 to 74,Male,Pedestrian,1
2012,South Eastern,Medically treated,30 to 39,Male,Passenger,14
2016,Southern,Minor injury,60 to 74,Male,Passenger,2
2016,Central,Fatality,75 and over,Male,Driver,3
2012,South Eastern,Medically treated,40 to 49,Male,Bicyclist,10
2013,South Eastern,Minor injury,60 to 74,Male,Bicyclist,2
2012,Far Northern,Medically treated,30 to 39,Female,Bicyclist,3
2012,South Eastern,Minor injury,17 to 24,Female,Bicyclist,1
2014,South Eastern,Medically treated,40 to 49,Male,Bicyclist,14
2015,Central,Hospitalised,17 to 24,Male,Bicyclist,4
2015,Far Northern,Hospitalised,40 to 49,Male,Bicyclist,2
2015,Far Northern,Medically treated,60 to 74,Male,Bicyclist,1
2014,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,8
2014,Northern,Hospitalised,40 to 49,Male,Bicyclist,4
2013,Central,Medically treated,30 to 39,Female,Bicyclist,2
2012,North Coast,Medically treated,50 to 59,Female,Bicyclist,5
2013,South Eastern,Medically treated,50 to 59,Male,Bicyclist,8
2014,Southern,Hospitalised,30 to 39,Female,Passenger,13
2015,Brisbane,Medically treated,50 to 59,Male,Bicyclist,12
2014,South Eastern,Hospitalised,75 and over,Female,Passenger,10
2016,Central,Medically treated,0 to 16,Female,Pedestrian,3
2016,Brisbane,Hospitalised,50 to 59,Male,Passenger,2
2016,Brisbane,Minor injury,Unknown,Male,Passenger,2
2015,Far Northern,Medically treated,50 to 59,Male,Bicyclist,3
2015,North Coast,Minor injury,60 to 74,Male,Driver,14
2015,Brisbane,Minor injury,50 to 59,Female,Passenger,4
2016,Far Northern,Medically treated,25 to 29,Male,Driver,13
2012,Brisbane,Minor injury,40 to 49,Female,Bicyclist,4
2012,Far Northern,Medically treated,0 to 16,Male,Bicyclist,4
2012,South Eastern,Medically treated,60 to 74,Male,Bicyclist,5
2014,South Eastern,Medically treated,75 and over,Female,Driver,15
2015,South Eastern,Hospitalised,50 to 59,Female,Bicyclist,3
2015,North Coast,Medically treated,50 to 59,Female,Passenger,15
2016,Northern,Hospitalised,60 to 74,Female,Driver,8
2013,North Coast,Medically treated,50 to 59,Female,Motorcyclist,5
2015,Central,Medically treated,50 to 59,Female,Driver,22
2016,Northern,Medically treated,25 to 29,Male,Passenger,2
2014,Northern,Medically treated,0 to 16,Female,Passenger,13
2012,Northern,Medically treated,50 to 59,Female,Bicyclist,1
2016,Northern,Hospitalised,17 to 24,Male,Bicyclist,1
2015,Northern,Hospitalised,0 to 16,Male,Bicyclist,3
2015,Northern,Hospitalised,30 to 39,Male,Bicyclist,2
2016,North Coast,Medically treated,40 to 49,Female,Bicyclist,4
2016,Northern,Fatality,40 to 49,Male,Motorcyclist,2
2016,Southern,Minor injury,17 to 24,Male,Motorcyclist,1
2016,South Eastern,Minor injury,30 to 39,Male,Other,1
2015,Northern,Minor injury,75 and over,Female,Driver,2
2015,South Eastern,Minor injury,17 to 24,Female,Driver,29
2014,Central,Medically treated,17 to 24,Female,Driver,57
2016,Central,Medically treated,50 to 59,Female,Pedestrian,2
2014,Northern,Minor injury,40 to 49,Male,Driver,9
2015,Southern,Minor injury,60 to 74,Female,Passenger,7
2016,Far Northern,Hospitalised,30 to 39,Female,Passenger,8
2016,Central,Hospitalised,0 to 16,Female,Bicyclist,2
2016,Central,Minor injury,40 to 49,Male,Driver,5
2014,North Coast,Hospitalised,50 to 59,Male,Motorcyclist,37
2016,South Eastern,Medically treated,75 and over,Female,Passenger,10
2015,South Eastern,Hospitalised,40 to 49,Female,Pedestrian,4
2015,Brisbane,Minor injury,0 to 16,Male,Passenger,17
2016,Brisbane,Hospitalised,40 to 49,Male,Passenger,3
2015,Central,Hospitalised,75 and over,Female,Passenger,8
2014,Brisbane,Medically treated,0 to 16,Male,Bicyclist,10
2014,North Coast,Hospitalised,25 to 29,Male,Bicyclist,3
2016,Central,Hospitalised,50 to 59,Male,Passenger,5
2016,Central,Fatality,17 to 24,Male,Driver,5
2015,Southern,Minor injury,0 to 16,Female,Passenger,8
2015,Brisbane,Medically treated,Unknown,Female,Passenger,3
2016,Southern,Medically treated,25 to 29,Male,Motorcyclist,4
2015,North Coast,Hospitalised,25 to 29,Female,Passenger,8
2015,Southern,Hospitalised,30 to 39,Male,Motorcyclist,15
2015,Brisbane,Hospitalised,75 and over,Male,Motorcyclist,1
2015,Northern,Hospitalised,75 and over,Female,Passenger,3
2015,Brisbane,Hospitalised,40 to 49,Male,Passenger,7
2015,North Coast,Minor injury,50 to 59,Female,Driver,15
2015,Far Northern,Medically treated,60 to 74,Female,Passenger,10
2012,North Coast,Medically treated,50 to 59,Male,Driver,49
2015,Southern,Medically treated,60 to 74,Female,Passenger,12
2015,Southern,Minor injury,60 to 74,Male,Driver,11
2014,Brisbane,Medically treated,0 to 16,Male,Pedestrian,11
2012,Central,Medically treated,30 to 39,Female,Passenger,12
2012,South Eastern,Medically treated,0 to 16,Male,Passenger,48
2015,North Coast,Medically treated,0 to 16,Female,Pedestrian,3
2014,North Coast,Medically treated,50 to 59,Female,Motorcyclist,7
2014,Brisbane,Medically treated,30 to 39,Male,Motorcyclist,34
2014,Central,Medically treated,40 to 49,Female,Passenger,5
2015,North Coast,Minor injury,0 to 16,Female,Passenger,16
2012,Far Northern,Medically treated,75 and over,Male,Driver,6
2014,South Eastern,Medically treated,17 to 24,Female,Pedestrian,3
2014,Far Northern,Minor injury,40 to 49,Male,Motorcyclist,1
2015,Southern,Medically treated,25 to 29,Female,Motorcyclist,1
2013,Southern,Minor injury,40 to 49,Female,Passenger,5
2015,Northern,Hospitalised,75 and over,Female,Driver,9
2013,South Eastern,Medically treated,17 to 24,Female,Motorcyclist,3
2015,Brisbane,Medically treated,Unknown,Male,Passenger,1
2016,Brisbane,Fatality,60 to 74,Male,Driver,1
2014,Southern,Medically treated,50 to 59,Female,Passenger,15
2015,Far Northern,Medically treated,75 and over,Female,Driver,3
2015,Southern,Minor injury,40 to 49,Male,Driver,11
2016,North Coast,Fatality,30 to 39,Male,Motorcyclist,4
2013,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,21
2013,Southern,Medically treated,50 to 59,Female,Driver,35
2014,North Coast,Medically treated,60 to 74,Female,Passenger,14
2015,Southern,Hospitalised,0 to 16,Female,Pedestrian,8
2015,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,8
2016,Central,Minor injury,50 to 59,Male,Driver,9
2015,South Eastern,Medically treated,Unknown,Female,Passenger,3
2012,Far Northern,Medically treated,50 to 59,Female,Driver,15
2015,Northern,Hospitalised,30 to 39,Female,Passenger,11
2012,Southern,Medically treated,50 to 59,Female,Passenger,7
2015,North Coast,Hospitalised,50 to 59,Male,Passenger,4
2014,Central,Minor injury,25 to 29,Male,Passenger,4
2013,Northern,Minor injury,17 to 24,Male,Passenger,6
2015,Northern,Hospitalised,40 to 49,Male,Pedestrian,1
2014,North Coast,Medically treated,30 to 39,Female,Passenger,12
